"Medicare Part B Brand, Generic and Manufacturer Information",,,,
,,,,
Medicare Billing Code (HCPCS Code),Drug Description,Brand Name,Generic Name,Manufacturer
Q0164,"Prochlorperazine maleate, 5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Prochlorperazine Maleate,Prochlorperazine Maleate,Teva USA
Q0166,"Granisetron hydrochloride, 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 24 hour dosage regimen",Granisetron HCL,Granisetron HCL,Northstar Rx Ll
Q0166,"Granisetron hydrochloride, 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 24 hour dosage regimen",Granisetron HCL,Granisetron HCL,Taro Pharm USA
Q0166,"Granisetron hydrochloride, 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 24 hour dosage regimen",Granisetron HCL,Granisetron HCL,Teva USA
Q0167,"Dronabinol, 2.5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Dronabinol,Dronabinol,AHP
Q0167,"Dronabinol, 2.5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Dronabinol,Dronabinol,Mylan
Q0167,"Dronabinol, 2.5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Marinol,Dronabinol,Abbvie US LLC
Q2035,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (afluria)",,,
Q2037,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)",,,
Q2038,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluzone)",,,
Q2043,"Sipuleucel-t, minimum of 50 million autologous cd54+ cells activated with pap-gm-csf, including leukapheresis and all other preparatory procedures, per infusion",Provenge,Sipuleucel-T/Lactated Ringers,Dendreon Corpor
Q2050,"Injection, doxorubicin hydrochloride, liposomal, not otherwise specified, 10 mg",Doxil,Doxorubicin HCL Peg-Liposomal,Janssen Product
Q2050,"Injection, doxorubicin hydrochloride, liposomal, not otherwise specified, 10 mg",Doxorubicin HCL Liposome,Doxorubicin HCL Peg-Liposomal,Sun Pharma Glob
Q3027,"Injection, interferon beta-1a, 1 mcg for intramuscular use",Avonex,Interferon Beta-1a,Biogen-Idec
Q3027,"Injection, interferon beta-1a, 1 mcg for intramuscular use",Avonex,Interferon Beta-1a/Albumin,Biogen-Idec
Q3027,"Injection, interferon beta-1a, 1 mcg for intramuscular use",Avonex Pen,Interferon Beta-1a,Biogen-Idec
Q4074,"Iloprost, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, up to 20 micrograms",Ventavis,Iloprost Tromethamine,Actelion Pharma
Q4101,"Apligraf, per square centimeter",Apligraf,"Cult Skin Subst,human-Bovine","Organogenesis,"
Q4102,"Oasis wound matrix, per square centimeter",Wound Matrix,"Porcine Submucosa, Fenestrated","Healthpoint , L"
Q4106,"Dermagraft, per square centimeter",Dermagraft,"Cult Skin Subst,human-Bovine","Organogenesis,"
Q4110,"Primatrix, per square centimeter",,,
Q4121,"Theraskin, per square centimeter",,,
Q4131,"Epifix, per square centimeter",,,
Q5101,"Injection, filgrastim (G-CSF), biosimilar, 1 microgram",Zarxio,Filgrastim-Sndz,Sandoz
Q9956,"Injection, octafluoropropane microspheres, per ml",OptIson,Perflutren Protein-A Microsphr,GE Healthcare
Q9957,"Injection, perflutren lipid microspheres, per ml",Definity,Perflutren Lipid Microspheres,Lantheus Medica
Q9958,"High osmolar contrast material, up to 149 mg/ml iodine concentration, per ml",Conray-30,Iothalamate Meglumine,Mallinckrodt Im
Q9958,"High osmolar contrast material, up to 149 mg/ml iodine concentration, per ml",Cysto-Conray Ii,Iothalamate Meglumine,Mallinckrodt Im
Q9958,"High osmolar contrast material, up to 149 mg/ml iodine concentration, per ml",Cystografin,Diatrizoate Meglumine,Bracco Diag
Q9958,"High osmolar contrast material, up to 149 mg/ml iodine concentration, per ml",Cystografin-Dilute,Diatrizoate Meglumine,Bracco Diag
Q9958,"High osmolar contrast material, up to 149 mg/ml iodine concentration, per ml",Reno-Dip,Diatrizoate Meglumine,Bracco Diag
Q9960,"High osmolar contrast material, 200-249 mg/ml iodine concentration, per ml",Conray-43,Iothalamate Meglumine,Mallinckrodt Im
Q9961,"High osmolar contrast material, 250-299 mg/ml iodine concentration, per ml",Cholografin Meglumine,Iodipamide Meglumine,Bracco Diag
Q9961,"High osmolar contrast material, 250-299 mg/ml iodine concentration, per ml",Conray,Iothalamate Meglumine,Mallinckrodt Im
Q9963,"High osmolar contrast material, 350-399 mg/ml iodine concentration, per ml",Gastrografin,Diatrizoate Meglu/Diatrizo Sod,Bracco Diag
Q9963,"High osmolar contrast material, 350-399 mg/ml iodine concentration, per ml",Md-76 R,Diatrizoate Meglu/Diatrizo Sod,Mallinckrodt Im
Q9963,"High osmolar contrast material, 350-399 mg/ml iodine concentration, per ml",Md-Gastroview,Diatrizoate Meglu/Diatrizo Sod,Mallinckrodt Im
Q9963,"High osmolar contrast material, 350-399 mg/ml iodine concentration, per ml",Sinografin,"Iodipamide,diatrizoat Meglumin",Bracco Diag
Q9965,"Low osmolar contrast material, 100-199 mg/ml iodine concentration, per ml",Omnipaque,Iohexol,GE Healthcare
Q9965,"Low osmolar contrast material, 100-199 mg/ml iodine concentration, per ml",Ultravist,Iopromide,"Bayer,Pharm Div"
Q9966,"Low osmolar contrast material, 200-299 mg/ml iodine concentration, per ml",Isovue-200,Iopamidol,Bracco Diag
Q9966,"Low osmolar contrast material, 200-299 mg/ml iodine concentration, per ml",Isovue-250,Iopamidol,Bracco Diag
Q9966,"Low osmolar contrast material, 200-299 mg/ml iodine concentration, per ml",Isovue-M 200,Iopamidol,Bracco Diag
Q9966,"Low osmolar contrast material, 200-299 mg/ml iodine concentration, per ml",Omnipaque,Iohexol,GE Health/Nova+
Q9966,"Low osmolar contrast material, 200-299 mg/ml iodine concentration, per ml",Omnipaque,Iohexol,GE Healthcare
Q9966,"Low osmolar contrast material, 200-299 mg/ml iodine concentration, per ml",Optiray 240,Ioversol,Mallinckrodt SP
Q9966,"Low osmolar contrast material, 200-299 mg/ml iodine concentration, per ml",Ultravist,Iopromide,"Bayer,Pharm Div"
Q9966,"Low osmolar contrast material, 200-299 mg/ml iodine concentration, per ml",Visipaque,Iodixanol,GE Healthcare
Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",Hexabrix,Ioxaglate Meg/Ioxaglate Sodium,Mallinckrodt Im
Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",Isovue-300,Iopamidol,Bracco Diag
Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",Isovue-370,Iopamidol,Bracco Diag
Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",Isovue-M 300,Iopamidol,Bracco Diag
Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",Omnipaque,Iohexol,GE Health/Nova+
Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",Omnipaque,Iohexol,GE Healthcare
Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",Optiray 300,Ioversol,Mallinckrodt Im
Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",Optiray 320,Ioversol,Mallinckrodt Im
Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",Optiray 350,Ioversol,Mallinckrodt Im
Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",Optiray 350,Ioversol,Mallinckrodt SP
Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",Oxilan-350,Ioxilan,Guerbet LLC
Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",Ultravist,Iopromide,"Bayer,Pharm Div"
Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",Visipaque,Iodixanol,GE Health/Nova+
Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",Visipaque,Iodixanol,GE Healthcare
